fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,categoria
10.541184117668646,0.6558815882331354,0.32425404072580855,3.595931131231683,0.06660974174211881,23.739827828079207,49.0,0.9977044698699139,3.147940794116568,0.562466092760264,9.637669536198679,bajo
6.2117941260485425,0.7879938935353993,0.0009072404652724964,2.109072404652725,0.06023588252097085,5.990927595347275,12.990927595347275,0.9966323791800917,3.5895463797673637,0.6099092759534728,10.01088688558327,bajo
7.427471768199936,0.703323634842455,0.0,1.9543961738500475,0.08091755014849732,6.1813205795001585,12.362641159000317,0.9964389531017748,3.350879234770009,0.5063188521550143,9.917584695400189,bajo
6.812844871809319,0.7326639744182085,0.08614653845720426,3.6687923074322555,0.06710085897334767,14.614653845720426,29.25689743618638,0.995183482564039,3.4228448718093194,0.5084396153716128,11.138534615427957,bajo
6.838351601704605,0.9519976924162604,0.0,2.0566685896531163,0.08470005768959349,15.866628206937673,24.566685896531162,0.995341866312551,3.527664551381572,0.5244991346560977,10.746651282775069,bajo
11.520760809425665,0.4793981365564909,0.4328131896920952,1.6092138593691088,0.1454152161885133,35.70515650018852,50.96314456252357,0.998335859688453,3.378710059688325,0.8542874071911526,9.896314456252357,bajo
7.272896313557005,0.593188623409366,0.0,2.0703277648322462,0.07434809332617272,6.567759216107488,13.135518432214976,0.9958399732150334,3.374065552966449,0.5410983294496738,10.381311059328985,bajo
5.399696243146953,0.91767776175438,0.11034653879386375,1.5918541967105375,0.04947659792324587,37.96230855208316,84.84012150274121,0.9943435868906799,3.6812522461787243,0.5151732693969319,10.356109352467097,bajo
7.186279030843843,0.756960756057226,0.007843024228903933,1.8607848788554804,0.08164709273132882,6.0,12.0,0.9964376511277595,3.422351754403491,0.5449011696023275,9.798037802861298,bajo
7.2589550854947165,0.760773795540725,0.03256481263966834,1.3358994646847666,0.08994973234238333,8.641005353152334,19.820502676576165,0.9960512566914405,3.229234116729865,0.9723016059457,9.307698394054299,bajo
8.843864053657647,0.9559355991057059,0.17566579012909345,2.907397668101038,0.09022193004303114,18.389034978484425,85.75369883405052,0.9992266316051637,3.508816373103834,0.6005918134480831,11.102959067240416,bajo
6.821119301812925,0.766589137432995,0.08366420945612232,3.5198525673673395,0.06652164887309521,14.366420945612234,29.422386036258512,0.9951470750720232,3.4311193018129256,0.500992628368367,11.163357905438776,bajo
7.473753475307567,0.5717191844134459,0.06996329932074036,1.6868767376537834,0.0740850417036908,15.957479148154599,42.173753475307564,0.9959475069506152,3.359574791481546,0.4886876737653783,9.034750695061513,bajo
6.447939519395089,0.7279195751957386,0.0222914589145901,1.7312562325622969,0.07845829178291802,6.0,12.22914589145901,0.9957662711907118,3.575206048060491,0.6277085410854099,9.98437188371885,bajo
11.43135324242028,0.5828986161459013,0.6441893664769014,2.1894595776512675,0.07479053167615493,10.263510558718309,47.4216168939493,1.0006234479256586,3.25316212670462,0.57,9.073782956441127,bajo
6.350260171760955,0.5866551034772909,0.00499132760796817,2.0835356891474097,0.09333795860908364,3.499132760796817,13.0,0.9954718372237099,3.626655103477291,0.62,11.267071378294819,bajo
8.453472254352176,0.5991606282987145,0.1761865971365031,3.7129528775964067,0.08256476438798202,6.0,28.312952877596405,0.9975167980108086,3.309005130684962,0.5229015707467864,9.32062199045501,bajo
6.974856797238422,0.6537714804142367,0.08708572004602629,4.045713997698686,0.07324570391715267,12.377148041423665,29.0,0.9958694844700583,3.401257160138079,0.5141714400920526,10.488001209665521,bajo
6.7473573888435086,0.8695134001633682,0.08473573888435089,3.0577182214961414,0.0674735738884351,17.105704446259647,30.579278334694735,0.9958927683783405,3.4679068722721405,0.5463213055782455,11.047357388843508,bajo
9.853663631552962,0.5153489220480816,0.22841590788824034,2.259455677608841,0.10155198848603003,5.884159078882403,14.0,0.9978115840921118,3.33710397697206,0.521158409211176,9.98262386183236,bajo
8.31783614046636,0.6607695741264596,0.33684473049506525,2.0074694417757852,0.08690855630278008,15.37347208878927,54.551833493452875,0.9974201222328968,3.31,0.5685061116448429,10.347713907569503,bajo
9.347314761913104,0.947544753968115,0.19343463865575658,3.1048293183972953,0.09614487955191886,15.427560224040569,85.85241465919864,0.9999373855462301,3.477227309056433,0.6163863454717836,11.181931727358918,bajo
7.4753709318766175,0.3863050414395859,0.4756652840102847,2.5881780473007767,0.07272415443701812,22.187180917737706,84.00985162724935,0.9971665044673522,3.3242361997172214,0.6978326420051423,9.608866464524418,bajo
7.050711162782517,0.705634251709457,0.0,3.6197097400921843,0.06736632777002385,11.647895485626492,21.943686456879473,0.9958259274090147,3.4240841805749405,0.5276052257186755,11.08731496581086,bajo
10.0486832596289,0.5966212507896903,0.4605449905237157,2.532425015793807,0.0817565837018555,13.878291850927749,46.44595830701032,0.999027066582433,3.2555404169298967,0.5367574984206193,9.166212507896905,bajo
9.927764341113896,0.8404614341056199,0.20859186046914158,1.659029457360763,0.07359029457360762,5.352426356598093,21.466984496186647,0.9967767461240467,3.2189419379824384,0.4963882170556948,9.881941085278473,bajo
6.024483312617164,0.9434220952451309,0.053495627330569076,2.6356915941600727,0.1253555238112827,8.62241656308582,19.405604140771455,0.9943569316438788,3.4797197929614274,0.5124483312617164,10.61120828154291,bajo
7.068528582283935,0.8236872414087352,0.06383612260405622,2.191806130202811,0.05923277547918872,4.383612260405622,10.232775479188756,0.9960734449041623,3.4724581609391567,0.6054748965634941,10.9,bajo
11.317807578331744,0.5780312156627796,0.6186555289183718,2.1606243132555925,0.07386874771085197,10.45938301201809,46.671869277129936,1.000458744048215,3.2578751373488815,0.5640936469883387,9.0,bajo
7.896572010592649,0.7603664242148185,0.0,2.574822810444374,0.08328841431703811,12.643025894814881,24.929077684444646,0.9972788178064298,3.3842789642074047,0.47784870525925593,9.99267151570363,bajo
6.374366705847745,0.8898582647664464,0.0,2.8552171172490666,0.07333232823979316,14.768998824567653,22.512665883045102,0.9945596350999117,3.5379433059065786,0.5537183352923873,11.423100117543235,bajo
6.881878564335709,1.0157021137764084,0.06543643069928719,2.4261858419572313,0.062268500496500345,12.54364306992872,30.637571286714188,0.9948797343169229,3.491878564335709,0.4463092920978616,11.345635693007129,bajo
9.208027999002823,0.621112018767139,0.4357526249065147,2.0505017499376765,0.08521236875467426,13.73745625155809,52.97993000249294,0.998295904311456,3.294849475018697,0.57,10.046487750436265,bajo
7.500823583876507,0.7552728121590928,2.058959691266793e-05,1.90154421976845,0.084,6.0,11.998970520154366,0.9967222648556604,3.3401441271783887,0.49,9.701338323799323,bajo
5.684106171672324,1.0489414755288542,0.0804637030033946,1.5,0.15737767793853838,6.841061716723243,18.04637030033946,0.9941557595176113,3.5254301253242812,0.5022513596587459,9.847681484983028,bajo
7.1720224082619906,1.0189494195624402,0.08125842332925663,2.584606641554557,0.07381797516401681,4.531460583231416,11.531460583231416,0.9958562247300122,3.535314605832314,0.6187415766707434,11.059438174969424,bajo
7.461012544470481,0.6975316821344884,0.06944303634957831,2.472151817478915,0.05811139273008425,4.94430363495783,9.11139273008434,0.9962977214539831,3.3883544547563256,0.5550126728537954,10.9,bajo
8.573729153479322,0.6970813092188356,0.19306580859081157,2.322632343632463,0.09422632343632463,11.0,76.12412981663091,0.9977319847756851,3.2235045325295557,0.595109680984686,9.414606601356809,bajo
8.197946842123097,1.101642526301523,0.01708419548923132,3.2104727068000356,0.091726881953537,5.854209774461566,10.708419548923132,0.9983135126617602,3.482915804510769,0.4768788797015409,10.985420977446157,bajo
6.641892771136441,0.7360820482500855,0.028378554227288272,2.1054048192423727,0.07897286746362703,3.472975903788138,12.054048192423725,0.9957355415663258,3.5774321686590675,0.6294595180757627,11.216214457727117,bajo
6.88259207657999,1.0186275139779577,0.0652223770260031,2.413342621560186,0.06221855463940072,12.52223770260031,30.651841531599793,0.994876594863048,3.4925920765799896,0.4456671310780093,11.347776229739969,bajo
6.519349772395997,0.5747561646484989,0.09,3.9,0.10658940629555042,14.298374430989993,30.403251138020014,0.9963345358876556,3.4731463012109005,0.6252438353515012,11.029837443099,bajo
7.3519841494017415,1.1353836210484665,0.008002641766376405,4.482076611224915,0.09459920747008699,4.679894329344943,14.0,0.9968368781962847,3.5931878478746686,0.5367989432934495,10.619973582336236,bajo
6.731636717968071,0.9654774672040332,0.0,2.0454354439966393,0.08436306331989918,16.09129112006722,24.45435443996639,0.9951492178645424,3.540021011603697,0.5295540502015125,10.836516448026886,bajo
7.315957053574853,1.033330942523841,0.0815957053574853,2.800930212059136,0.08415957053574852,5.230053683031434,12.0,0.9958460107366063,3.5423005368303144,0.606901610490943,10.912432896210706,bajo
5.744468639050315,0.6383869176973129,0.02868664873590622,1.5394005379228135,0.07973732974718124,6.0,12.868664873590621,0.9951139618289375,3.6455531360949687,0.6213133512640938,10.080299731038593,bajo
7.18472394845479,0.9301384696609796,0.08222261678966625,2.0,0.08726389135493541,12.395837032403122,65.41665187038751,0.9958875022194419,3.344722172901292,0.5960416296759687,9.531945677467707,bajo
7.981618326720066,0.8134564940480593,0.2777203027775723,2.0220580079359207,0.07974265657408093,11.404396812158549,63.77203027775723,0.9965449990756606,3.291102900396796,0.48808793624317093,9.792647330688027,bajo
8.14365583525447,0.772174421563121,0.002817208237276462,2.2532139333707777,0.09006427866741555,13.031302313747517,26.15651156873758,0.9977686976862525,3.3740693007871774,0.46657348588697845,9.643823239246522,bajo
7.85244381247368,0.4780618979907894,0.06449518392631545,2.2268729933026314,0.07667427758894732,6.731270066973686,14.0,0.9958767597238593,3.383876204018421,0.5638762040184211,10.658143060276318,bajo
9.729050494886055,0.8802623291234302,0.22904754890521817,4.259517145995726,0.10038575005833873,10.547622554739092,88.4428382044089,1.0005222894178043,3.4182381864232165,0.6327619608758255,11.318095097810437,bajo
7.585736009209249,1.4523372824227865,0.0099847935535251,2.1570559631630006,0.12573144727530727,5.0,9.0,0.9949825182563357,3.4828832110511,0.4213959861861252,10.9,bajo
7.506438583189375,1.16459927155537,0.017384968587597804,4.173719015380948,0.10065439135616842,5.0,14.070959055459582,0.9966993426776435,3.613324621966998,0.5431931574956813,10.61839708622148,bajo
7.3,0.5011407305839988,0.19441787490323847,2.0239905921561903,0.06556056447062858,26.08075262750478,48.239905921561906,0.9960694786388148,3.4012112894125717,0.542399059215619,9.92802822353143,bajo
6.319218267333274,0.8380828168285992,0.050193111385718074,1.8096091336666373,0.1255586299500044,7.0,16.788506188095447,0.9945174895519857,3.455770123761909,0.524229876238091,10.286528638619002,bajo
8.834979156277601,0.6024780796198052,0.21101983600795476,3.464144028514609,0.08132072014257304,6.0,28.064144028514608,0.9975590955151524,3.2832948829465094,0.5311951990495131,9.436732786693183,bajo
8.639628629780937,0.6308482781284783,0.2871702903824749,2.5754800816933106,0.08671702903824749,15.075543557371235,45.03777177868562,0.9976,3.2760371370219064,0.5164148548087626,9.267925725956188,bajo
7.940923723817413,0.7577557732738588,0.01102309309543532,1.817326801784235,0.0823465360356847,5.448845345228234,12.551154654771766,0.997072738979054,3.326221133630706,0.5037788663692941,9.7,bajo
7.365819354282335,0.45375110360928933,0.16116563663132996,3.467922920452639,0.10622524279404365,14.0,32.27081493984518,0.9966322524279405,3.4313759932483605,0.6242506621655736,10.56792292045264,bajo
7.439712685161029,1.4457593738223626,0.012021548612922758,2.0799640856451287,0.12157234594674904,4.799640856451287,9.400718287097426,0.9949924166065165,3.5060107743064615,0.44808619445169107,10.9,bajo
9.169256122226514,0.5915371938886743,0.31846280611132566,2.641747376188637,0.09578075400405867,19.50566654367991,46.659385932547345,0.9977002266617473,3.275825262381136,0.5561570152783142,9.379126311905683,bajo
7.300446828141573,1.0565594282414608,0.08859696160808991,2.7864164442224726,0.07858802504525844,4.714924040202248,11.714924040202249,0.9958342091151757,3.5371492404020226,0.6114030383919101,11.114477212060674,bajo
7.887850400880735,0.6076936139868933,0.24696260022018396,6.03765017180603,0.06399199083701171,3.0,11.74899885462647,0.996718144307049,3.332469965638794,0.5425100114537353,11.212950515418088,bajo
6.435766230051256,0.7732116884974372,0.009430649202050254,1.9585402619692462,0.06848758428184523,6.0,12.528467539897488,0.9963382192255343,3.5711387015958995,0.6194306492020503,9.976423376994875,bajo
8.962969841736987,0.8517857668999079,0.04456767194210042,1.6913534388420084,0.07662969841736987,4.456767194210042,16.28383597105021,0.9971595483626535,3.2945676719421004,0.4943232805789958,9.654323280578994,bajo
8.909586362493647,0.6262414843946404,0.40777372148377933,2.031849147655853,0.08661131392581103,14.203771308603677,53.72603409376588,0.9979834732232354,3.300445255703244,0.57,10.17705596640903,bajo
7.601850624638137,0.47166556217432337,0.4372227376519824,2.4777792504342355,0.07442590874493392,19.759286257960984,79.72227376519824,0.9970614831504921,3.3138889625217116,0.6551857251592197,9.640740249855254,bajo
6.336465796162477,1.0218232898081239,0.007293159232495334,2.0273493471218575,0.08154136815350094,17.182328980812382,24.729315923249533,0.994562357074757,3.5836184856715665,0.5518232898081239,11.18176710191876,bajo
5.891950272506114,0.6960607288897508,0.04075606267127789,1.7458528610577804,0.08092194822896667,5.846341961838887,12.846341961838887,0.9951059995912921,3.6415610354206667,0.6169268392367777,10.269023841977223,bajo
8.046306365394717,0.5293026858625056,0.25028110058025677,4.575964188499926,0.05362954907684222,3.9073872692105653,9.546306365394717,0.9959594377988394,3.325369363460528,0.5554630636539473,11.50093700193419,bajo
7.3,0.6841232680488013,0.13923266519163133,2.0530354393728256,0.06381787363763046,23.75716485017395,48.53035439372825,0.9964441571679095,3.3663574727526093,0.5453035439372826,9.840893681881523,bajo
7.351799488187126,0.5442841944069379,0.036073043442628586,1.6107171354869918,0.0717320716128252,16.94641432256504,41.89282864513008,0.9956096454219383,3.3674993350530356,0.4801786189247832,9.005358567743496,bajo
7.889286299194319,0.4849753049164889,0.09908873852623068,1.7219213032815837,0.0689519674179604,16.39039348359208,40.78078696718416,0.9957097291729534,3.341551695900964,0.4820320217213597,9.060960651640793,bajo
5.735419933358695,0.8317324970601742,0.16943390827113028,1.7530015680121735,0.05323670325361738,35.41080850647392,84.70583202665652,0.9948001711093678,3.6235077714623043,0.5447169541355651,10.23524882399087,bajo
8.376570448943875,0.44187788339404227,0.3691426122359689,6.247101620975947,0.05282124688128284,3.0,10.352655860160356,0.995873356795397,3.2905796758048105,0.5564734413983965,11.84130486292784,bajo
7.587004505445511,1.5475112636137776,0.017543917648560003,2.1,0.1362527590631168,4.935022527227556,9.0,0.9948389476294185,3.494476914814342,0.40552308518565783,10.880506758168266,bajo
11.18398095142272,0.6392729437338327,0.4109797401552059,1.3814541125323345,0.07118545887467664,6.556376624029963,24.887246751940076,0.9976485029867059,3.0885458874676655,0.6890202598447941,10.177449350388015,bajo
7.069677832612529,0.9240445382218095,0.05696778326125285,2.400726477995359,0.08169677832612528,5.53790270923434,12.0,0.9959075805418469,3.545379027092343,0.6161370812770302,10.527621613457075,bajo
11.595934943950795,0.5801170243408105,0.6595072659334297,2.1998768164833575,0.07401231835166426,10.001231835166426,46.9950726593343,1.0007960581274673,3.2500739101099856,0.5699507265933429,9.000246367033284,bajo
7.701672734877573,0.6002090918596967,0.1223847290218418,1.8008363674387866,0.07682007281853087,14.589963590734563,42.40167273487757,0.9964033454697552,3.3458996359073456,0.5000836367438787,9.080334546975514,bajo
7.34977097243226,0.7192693551737329,0.054657580343640405,3.2324209620465414,0.0762465645864839,14.214612896525342,27.821919344788014,0.9962452954924476,3.394292257930507,0.4964383868957603,10.510959672394007,bajo
5.1940958934481,0.6326306797995357,0.12277060488362873,2.0752460044396623,0.06216881853491138,8.990159822413501,65.49507991120674,0.9939569649001075,3.7638530244181436,0.569901598224135,12.184102164267511,bajo
6.764952396450081,0.7102682615879565,0.022079366370840105,3.7455556459588073,0.08981777741616473,3.0,13.441587327416801,0.9966783841918161,3.5228507879683035,0.5758412672583197,10.925936474358156,bajo
8.687229928778134,0.6246601092588429,0.2909783943022506,2.642121900289385,0.08709783943022506,15.646759145337587,45.32337957266879,0.9976,3.271277007122187,0.5145108028488747,9.277445985755627,bajo
8.33917453092181,0.5149902103909059,0.351752359276543,5.785358498949792,0.05578971688681485,3.32165093815638,10.321650938156381,0.9956825155656709,3.3218146219603293,0.5664330187631277,11.871339624737448,bajo
7.91212725352317,0.7762865626253093,0.1377279200203397,2.1303038933604532,0.09090911680081358,11.348480533197735,72.21215573441812,0.9967640982882319,3.2522720799796603,0.5934848053319773,9.269696106639547,bajo
6.96962981441917,0.5645183845461017,0.006518509279041498,2.0696298144191703,0.07058518010347282,6.674074536047925,13.34814907209585,0.9954405181350802,3.448888819592811,0.5962962731976037,10.59037080924553,bajo
8.185395908328434,0.5034686241102618,0.2754158363331373,2.472211151108498,0.07939554271659807,21.507096672258154,46.81947212222875,0.9968460856475495,3.329655130389444,0.5222920818334313,9.586815242780064,bajo
8.150129876542517,0.5840051950617007,0.18302337777765298,2.280103901234013,0.0810680520164535,17.0,44.26701300411338,0.9967335065020567,3.307657142386882,0.49700259753085035,9.170025975308503,bajo
7.439121481492741,1.1742807140709892,0.0037556622233030634,4.2194852444356625,0.09709389155558248,5.015648592597096,14.0,0.9966187783111166,3.625461908146842,0.5396870281480581,10.689045985182032,bajo
7.265377421599191,1.0945037111861227,0.0,3.94335968253149,0.09685041935733235,4.700838714664869,13.850419357332434,0.9964459319380524,3.6285041935733244,0.5519664514134053,10.819664514134052,bajo
7.068576772262364,0.467056586007564,0.2642481684037028,7.603575998351764,0.06607956351253107,15.756570529352013,115.78759157981486,0.996407605923021,3.2349561964709865,0.8201752141160538,10.384963368074056,bajo
6.295863012092203,0.7194936084036617,0.0,2.1319543373640677,0.07150356145106429,5.041369879077976,13.0,0.9962980885902044,3.59958630120922,0.6131954337364067,10.479315060461012,bajo
7.5395545083879965,1.039012850072572,0.04231184412840219,2.3417819664480124,0.08924806162651742,5.0,9.0,0.9957029496691472,3.4274654100655964,0.49066823741800475,10.9,bajo
7.47590044438793,1.1704524148256468,0.012397072583361979,4.195604681521983,0.09960591525731885,5.0,14.05060029625862,0.9966708404147621,3.618108930379224,0.5422770133316379,10.641809659302586,bajo
7.18343371162192,0.6688503460322415,0.0,2.770130362749783,0.07534337116219192,6.44377525585387,14.0,0.9955677006920645,3.463965845576805,0.5688755051170774,10.844377525585386,bajo
7.28022259940971,0.7143016142435508,0.059128547180804375,3.3168725578596385,0.07520333899114565,14.313967715128985,27.97095157269348,0.996118121324635,3.39627935430258,0.4994190314538696,10.58547578634674,bajo
6.727117780283367,0.8298295583117037,0.0454235560566734,2.0485881464777553,0.06874586636599596,3.7570592676112233,11.485881464777552,0.9958349707436639,3.55186466591499,0.6351411853522245,11.045764439433267,bajo
9.005297276077433,0.7702086498157411,0.04047351361961283,1.7941405840412608,0.07818940544784513,3.952648638038717,14.0,0.9980037881089568,3.2952086498157414,0.5390529727607744,9.72367568098064,bajo
11.203620207833952,0.5772345595895392,0.6019257513803233,2.144691191790784,0.07381563730596928,10.645269429107518,46.5390932649232,1.00032065699552,3.261061761641843,0.5617036787686176,9.0,bajo
9.458429099435664,0.7222642227595939,0.16407161134311465,1.737857345936794,0.11163719240857775,4.275714691873588,14.551429383747177,0.998386000568623,3.2541570900564336,0.5648143222686229,9.341570900564335,bajo
14.087397094857137,0.24733375521038986,0.5644458507012995,2.3659278009350664,0.08329639004675331,9.585180497662336,25.65927800935066,0.9997803673234805,3.1239265353038963,0.8109626348363634,9.863711203740264,premium
10.4647920222822,0.30179778784207884,0.47,2.3539336352623645,0.07652438077014811,14.820221215792118,32.726592928069294,0.9988871942693134,3.3025845148945514,0.7644570806490082,10.527340707193071,premium
8.911275099330187,0.393798695368398,0.49985241060283314,2.56899347684199,0.0526201304631602,13.0,27.0,0.9950090200794641,3.3166174702009443,0.8966174702009444,13.304161655693424,premium
10.707694891139655,0.30323611881275264,0.469708356438258,2.6729444752510108,0.09115916990135611,16.0,47.0,0.9982401615208385,3.157877734648585,0.9875333703012128,10.694694336621463,premium
10.4,0.256838909178293,0.4918068284478868,1.9870989908699226,0.0766838909178293,5.812901009130077,21.187098990869924,0.9980116177799139,3.2518709899086993,0.9676122825564217,10.87483959634797,premium
7.0000846980141604,0.5600254094042483,0.16995200445864223,1.6998588366430654,0.065,15.0,23.99915301985839,0.9951398475435745,3.4399858836643067,0.6799407113900875,10.549844720307373,premium
8.198318418536951,0.30986547348295623,0.40094168561930654,2.2043721118039232,0.05900894887782826,5.996636837073906,10.0,0.9953661882197841,3.3097982102244345,0.6813452651704379,11.195627888196077,premium
7.0,0.5110863411205255,0.2089136588794745,2.822395612156322,0.0732194975232578,11.22172682241051,28.44456829439737,0.9955152533616705,3.4133036093446307,0.5622061217283416,10.68902512383711,premium
8.969303775445846,0.3638607550891694,0.42310125848194896,3.345886156698562,0.09729430783492808,12.0,24.23101258481949,0.9954230063504024,3.2554113843301438,0.720791132633754,12.300316360265336,premium
5.643030788517317,0.43325622482821724,0.2766281124141087,2.0662811241410863,0.09150289156894185,22.889531459764857,55.220937080470286,0.9949414315917926,3.7573539492517956,0.64386639890823,12.255812583905943,premium
8.755599435848401,0.28150352609322593,0.37104936530516236,1.8353173483903298,0.06069929478135482,5.849647390677411,14.699294781354823,0.9955948321580014,3.2624118476693527,0.74,11.604541607880636,premium
10.630038606687924,0.39279170880824826,0.44279170880824825,2.538693354215561,0.08351591138954081,9.494696203486395,33.25795569477041,0.9970607087968908,3.262261329156888,0.7922613291568879,12.07526518982568,premium
7.605489721779084,0.38,0.2964836759406972,2.0450544135310094,0.06050544135310088,14.098911729379813,29.450544135310093,0.995657131801445,3.23,0.7464836759406972,10.579129383503851,premium
7.8,0.3535814479393887,0.38575304563637214,2.609588409393954,0.09999605813030366,8.129159415151495,17.129159415151495,0.9972528371041212,3.333874782454545,0.7528765228181861,10.806260877272758,premium
10.427569383644768,0.24275693836447665,0.46551387672895334,1.8137846918223834,0.07403507157243316,6.045948972741278,20.908102054517446,0.9976183795890966,3.2527569383644765,1.0135671438162213,10.786215308177617,premium
10.787650731098239,0.3415060292439296,0.5448268194543328,2.757530146219648,0.08815060292439296,13.212349268901761,31.81852390335264,0.9996303087317225,3.2891114342011583,0.7330496878566496,10.618147609664737,premium
6.9429642082551934,0.5188442950093768,0.1720099927704848,2.331407158348961,0.06445728561100693,13.0,29.228642805503462,0.9946170591395748,3.376557866954342,0.6451507086053809,11.242714388993074,premium
7.6075510266087845,0.3852068015223015,0.24837823269799125,2.1343401368811716,0.052596190418318006,35.65659863118829,53.0,0.9945863428623514,3.2962639452475315,0.9279251711014642,12.137360547524686,premium
6.970876944274737,0.44873691671757876,0.24508180087784232,2.1527487038168416,0.059054974076336766,14.236256480915792,29.0,0.9944335961803434,3.302555634313,0.7065379536641054,11.452748703816841,premium
8.856734912786864,0.39432650872131364,0.4028367456393432,2.1851023691802958,0.09046430486885058,6.0,10.71632543606568,0.9957248168081312,3.208795797967225,0.6193978989836124,11.828367456393432,premium
7.204403665959332,0.5591192668081335,0.14611824620591468,2.1432212039001857,0.0798203874184104,13.0,27.88644240780037,0.996297936804749,3.476848114964141,0.6165932722340112,10.32491335141959,premium
9.583808454543762,0.22926402066108006,0.503431463911856,2.2919042272718806,0.0782253896969584,47.95584123966481,85.3725855647424,0.9968689969498598,3.320147195867784,0.76,11.43873051515208,premium
7.631723069186586,0.37479692299096207,0.3008123080361518,2.047969229909621,0.06391876919638483,14.040615401807587,28.959384598192415,0.995707353828102,3.23,0.73,10.53249232144607,premium
5.3,0.47,0.11,2.2,0.048,16.0,89.0,0.99182,3.54,0.88,13.592410613057861,premium
8.995967299777602,0.3472179851223193,0.4236294302001588,2.3360899256115966,0.05727820148776807,13.0,27.0,0.9950767738398221,3.2912098100667193,0.8712098100667196,12.584277951890389,premium
7.385218150031855,0.3570436300063708,0.3385218150031854,1.903472949777022,0.07337399650350394,18.44345549904438,37.85218150031854,0.9935808551493948,3.3755654450095562,0.8637399650350395,13.37827225047781,premium
7.4420553034655965,0.38688558967353087,0.3362288206529383,1.889618632245103,0.07433898115921646,21.89618632245103,55.0,0.9948424576413059,3.4488558967353087,0.7393432309794074,11.58252110959317,premium
8.097500754456618,0.3014686839850459,0.3324375188614154,1.8317186085393842,0.05543906202846457,13.878124056929227,27.878124056929227,0.9942824683822025,3.179515582561815,0.6646405448389843,11.3,premium
7.374007838404993,0.5487665360265835,0.05070431112274615,1.8863424781391585,0.09090311124519186,8.876653602658346,15.24669279468331,0.9947958635514168,3.3314980403987517,0.5972684956278317,11.259027434417476,premium
7.74034828662124,0.41928866049858693,0.44597993759680976,4.508707165530993,0.2599536635103875,5.0,10.403482866212396,0.9976841794394549,3.2984179439454877,0.9226416821771651,9.98069657324248,premium
7.892787817239488,0.5551560406028334,0.18278258883660892,1.786598477154936,0.06446393908619744,3.0,15.597954314648078,0.9961731969543098,3.3945371065943784,0.9441227411211154,10.43299238577468,premium
7.1057565352626675,0.5888486929474664,0.00028782676313338974,2.0913651971059983,0.09105756535262667,9.0,14.02878267631334,0.9948874834958414,3.417985212658066,0.5508634802894002,11.485608661843331,premium
10.889898041453495,0.41,0.5081678432375705,2.6508548983339906,0.09083733334645153,22.734588232979142,41.24486274432638,0.9968480313741309,3.073869803751804,0.7624486274432638,10.561129409681229,premium
8.962030955135347,0.3420309551353465,0.4251876179458614,2.1342166859474254,0.08933114384872473,6.379690448646535,10.75938089729307,0.9950907738783836,3.175562853837584,0.5686092865406039,12.051876179458615,premium
7.118368092760311,0.5008159536198448,0.20846963014710096,1.7295920231900777,0.067663282087107,15.591840463801553,24.0,0.9948588757796943,3.3808159536198445,0.6859184046380156,10.80153219711566,premium
12.757407167698219,0.3021296416150891,0.7357407167698218,2.514814335396436,0.09010182428529505,8.361107515473268,28.21296416150891,0.9992509250869437,3.131851468317149,0.7806482080754455,10.58703583849109,premium
12.627274295117354,0.3086362852441323,0.7227274295117354,2.254548590234708,0.0751365439384957,6.4091144267603095,28.86362852441323,0.9987954600329108,2.9236388721877664,0.8131814262206615,9.936371475586771,premium
5.592727667166058,0.8437457937628108,0.04927276671660591,1.4058178662671528,0.04498545533433212,12.087267994007291,88.0,0.9923879279274956,3.561745359880146,0.8186909800898906,12.910181265967518,premium
10.39482373235802,0.3101175117613194,0.42,1.8701175117613194,0.07489647464716041,6.3505875588065965,21.298824882386807,0.9969198601359153,3.1854588708835383,0.9588472347102848,10.905176267641979,premium
5.217983537370927,0.44949588434273163,0.06489094555400964,2.0359670747418535,0.046359670747418535,16.820164626290733,88.58991768685463,0.9917174794217136,3.5974115238403517,0.8184876530281949,13.580336077104864,premium
7.374570831569812,0.4840941078230723,0.17258737984388223,2.3353464270598394,0.09609917258629652,8.607755954900268,15.176732135299197,0.9958370754700433,3.384698035941024,0.6402161303729385,11.303877977450133,premium
9.368797648154915,0.3787535109166779,0.5406272570178644,3.968757523392881,0.09112505015595254,11.0,24.0,0.9963694369426014,3.2812505015595255,0.8368837772916948,12.043747492202373,premium
8.646653911189999,0.25245936971581273,0.3471247608348124,1.7287523916518754,0.05567088913854376,13.191682611012503,27.09584130550625,0.9940128393921848,3.1486257174955625,0.6034177827708752,11.3,premium
7.70447664010699,0.6670901839304564,0.1314417494474561,2.5,0.0727412773351165,9.3034890659534,15.0447664010699,0.9943247859349195,3.402040805222777,0.7134825546702329,12.18755765383262,premium
7.370984233739716,0.4309430481436548,0.19475642631433565,2.1027978978319624,0.05480414715176265,35.972021021680376,53.0,0.9943876267563413,3.3088808408672152,0.8884973722899527,12.011191591327849,premium
10.132210121659943,0.4667306025482286,0.5880767230578743,2.4865387949035425,0.10743269397451771,6.216346987258857,15.216346987258857,0.9970490374947797,3.1375963371969484,0.6881251083436515,11.8,premium
